account_manager,bl_number,job_order_date,customer_name,consignee_name,shipment_type,scope_of_work,service_type,cargo_type,carrier,vessel_code,container_count,commodity,shipment_date,terminal,shipment_location,overseas_port,gcss_updatedate,kewill_jobno,kewill_invoiceno,cro_date
NULL,912225169,2021-06-08,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-05-16,SAJED,JEDDAH,GUAYAQUIL,2021-04-27,,,0000-00-00
NULL,912225238,2021-06-08,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-05-23,SAJED,JEDDAH,GUAYAQUIL,2021-05-16,,,0000-00-00
NULL,912225517,2021-06-13,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,5,BANANA,2021-05-27,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000810,,0000-00-00
NULL,912225520,2021-06-13,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,2,BANANA,2021-05-27,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000801,,0000-00-00
NULL,912226864,2021-06-25,"INFRASTRUCTURE REINFORCEMENT IND CO","INFRASTRUCTURE REINFORCEMENT IND CO",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK GAIRLOCH/2121",5,FABRICS,2021-06-09,SAJED,JEDDAH,USATE,2021-05-15,,,2021-05-16
NULL,912230723,2021-06-13,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,3,BANANA,2021-05-27,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000800,,0000-00-00
NULL,912230776,2021-06-08,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,2,"FRESH GREEN CHIQUITA BANANAS",2021-05-16,SAJED,JEDDAH,GUAYAQUIL,2021-04-27,,,0000-00-00
NULL,912231996,2021-06-12,"SABEL INTERNATIONAL GROUP","SABEL INTERNATIONAL GROUP",IMPORT,IH,CY,REEF,MLL,,1,BANANA,2021-05-26,KWSAATM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000813,,0000-00-00
NULL,912231998,2021-06-12,"SABEL INTERNATIONAL GROUP","SABEL INTERNATIONAL GROUP",IMPORT,IH,CY,REEF,MLL,,1,BANANA,2021-05-26,KWSAATM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000808,,0000-00-00
NULL,912234011,2021-06-08,"ARAB PAPER MANUFACTURING CO LTD","ARAB PAPER MANUFACTURING CO LTD",EXPORT,IH+CCO,SD,REEF,MSL,"CAP SAN LAZARO / 120W",23,"PLASTIC , PLASTIC ARTICLES, NEW",2021-05-22,SADMM,"SECOND INDUSTRIAL",SWEDEN,2021-05-04,,,2021-05-03
NULL,912246960,2021-06-13,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,8,BANANA,2021-05-27,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000804,,0000-00-00
NULL,912258277,2021-06-08,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-05-23,SAJED,JEDDAH,GUAYAQUIL,2021-05-06,,,0000-00-00
NULL,912258339,2021-06-28,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,DRY,MLL,,10,BANANA,2021-06-10,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000822,,0000-00-00
NULL,912258718,2021-06-08,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-05-23,SAJED,JEDDAH,GUAYAQUIL,2021-05-06,,,0000-00-00
NULL,912259668,2021-06-13,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,3,Glass,2021-05-01,SAJED,JEDDAH,NEWARK,0000-00-00,,,2021-04-15
NULL,912259670,2021-06-13,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,1,Glass,2021-05-01,SAJED,JEDDAH,USA,0000-00-00,,,2021-04-19
NULL,912261030,2021-06-23,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-06-06,SAJED,JEDDAH,GUAYAQUIL,2021-05-17,,,0000-00-00
NULL,912263200,2021-06-08,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,2,"FRESH GREEN CHIQUITA BANANAS",2021-05-23,SAJED,JEDDAH,GUAYAQUIL,2021-05-06,,,0000-00-00
NULL,912263293,2021-06-08,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,2,"FRESH GREEN CHIQUITA BANANAS",2021-05-23,SAJED,JEDDAH,GUAYAQUIL,2021-05-06,,,0000-00-00
NULL,912263559,2021-06-28,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,2,BANANA,2021-06-10,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000819,,0000-00-00
NULL,912263560,2021-06-28,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,5,BANANA,2021-06-10,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000821,,0000-00-00
NULL,912264550,2021-06-13,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,1,Glass,2021-05-01,SAJED,JEDDAH,USA,0000-00-00,,,2021-04-15
NULL,912264551,2021-06-13,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,1,Glass,2021-05-01,SAJED,JEDDAH,NEWARK,0000-00-00,,,2021-04-15
NULL,912275627,2021-06-09,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",EXPORT,IH+CCO,SD,DRY,MSL,MAERSK,8,OIL,2021-05-02,SAJED,JEDDAH,NETHERLAND,2021-04-29,,,2021-04-15
NULL,912279761,2021-06-08,"ARAB PAPER MANUFACTURING CO LTD","ARAB PAPER MANUFACTURING CO LTD",EXPORT,IH+CCO,SD,REEF,MSL,"CAP SAN SOUNIO / 121W",10,"PLASTIC , PLASTIC ARTICLES, NEW",2021-05-29,SADMM,"SECOND INDUSTRIAL",SWEDEN,2021-05-18,,,2021-06-18
NULL,912288207,2021-06-08,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,5,"FRESH GREEN CHIQUITA BANANAS",2021-05-31,SAJED,JEDDAH,GUAYAQUIL,2021-05-10,,,0000-00-00
NULL,912288301,2021-06-08,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-05-31,SAJED,JEDDAH,GUAYAQUIL,2021-05-10,,,0000-00-00
NULL,912288307,2021-06-08,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,2,"FRESH GREEN CHIQUITA BANANAS",2021-05-31,SAJED,JEDDAH,GUAYAQUIL,2021-05-10,,,0000-00-00
NULL,912296172,2021-06-28,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,10,BANANA,2021-06-10,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000823,,0000-00-00
NULL,912296386,2021-06-28,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,2,BANANA,2021-06-10,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000818,,0000-00-00
NULL,912296388,2021-06-28,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,5,BANANA,2021-06-10,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000820,,0000-00-00
NULL,912296499,2021-06-08,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,2,"FRESH GREEN CHIQUITA BANANAS",2021-05-31,SAJED,JEDDAH,GUAYAQUIL,2021-05-10,,,0000-00-00
NULL,912301088,2021-06-08,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-05-31,SAJED,JEDDAH,GUAYAQUIL,2021-05-10,,,0000-00-00
NULL,912322559,2021-06-27,"SABEL INTERNATIONAL GROUP","SABEL INTERNATIONAL GROUP",IMPORT,IH,CY,REEF,MSL,,1,BANANA,2021-06-09,KWSAATM,"SHUAIBA ",Guayaquil,0000-00-00,VIKWI0000832,5614126352,0000-00-00
NULL,912322574,2021-06-27,"SABEL INTERNATIONAL GROUP","SABEL INTERNATIONAL GROUP",IMPORT,IH,CY,REEF,MSL,,1,BANANA,2021-06-09,KWSAATM,"SHUAIBA ",Guayaquil,0000-00-00,VIKWI0000834,5614126353,0000-00-00
NULL,912326291,2021-06-28,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,1,BANANA,2021-06-10,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000817,,0000-00-00
NULL,912326857,2021-06-26,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-06-06,SAJED,JEDDAH,GUAYAQUIL,2021-05-22,,,0000-00-00
NULL,912327807,2021-06-27,"BEHBEHANI TIRE CENRER","BEHBEHANI TIRE CENRER",IMPORT,IH+CCD,CY,DRY,MLL,,3,TIRES,2021-06-08,KWSAATM,ALRAI,ALEXANDRIA,0000-00-00,VIKWI0000816,,0000-00-00
NULL,912330175,2021-06-08,"ARAB PAPER MANUFACTURING CO LTD","ARAB PAPER MANUFACTURING CO LTD",EXPORT,IH+CCO,SD,REEF,MSL,"MAERSK GUATEMALA / 118W",1,"PLASTIC , PLASTIC ARTICLES, NEW",2021-05-12,SADMM,"SECOND INDUSTRIAL",SWEDEN,2021-04-21,,,2021-05-04
NULL,912332969,2021-06-10,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",EXPORT,IH+CCO,SD,DRY,MSL,"CAP SAN LAZARO/117E",3,PAPER,2021-05-10,SAJED,JEDDAH,ZADUR,2021-05-02,,,0000-00-00
NULL,912336907,2021-06-09,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",EXPORT,IH+CCO,SD,DRY,MSL,MAERSK,9,OIL,2021-05-13,SAJED,JEDDAH,NETHERLAND,2021-05-13,,,2021-04-29
NULL,912338184,2021-06-23,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,5,"FRESH GREEN CHIQUITA BANANAS",2021-06-06,SAJED,JEDDAH,GUAYAQUIL,2021-05-10,,,0000-00-00
NULL,912339804,2021-06-13,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,3,Glass,2021-05-18,SAJED,JEDDAH,IRELAND,2021-04-25,,,2021-04-25
NULL,912339846,2021-06-13,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,3,Glass,2021-05-22,SAJED,JEDDAH,PORTUGAL,2021-05-05,,,2021-05-05
NULL,912341540,2021-06-09,NOON,NOON,IMPORT,IH+CCD,SD,DRY,MSL,"MAERSK BENTONVILLE/118S",3,GARMENTS,2021-05-27,INDIA,RIYADH,SADMM,0000-00-00,,,0000-00-00
NULL,912342611,2021-06-23,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,2,"FRESH GREEN CHIQUITA BANANAS",2021-06-06,SAJED,JEDDAH,GUAYAQUIL,2021-05-22,,,0000-00-00
NULL,912350995,2021-06-23,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-06-06,SAJED,JEDDAH,GUAYAQUIL,2021-05-22,,,0000-00-00
NULL,912351003,2021-06-28,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,0,BANANA,2021-06-23,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000847,,0000-00-00
NULL,912351008,2021-06-28,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,0,BANANA,2021-06-23,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000850,,0000-00-00
NULL,912351082,2021-06-28,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,0,BANANA,2021-06-23,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000852,,0000-00-00
NULL,912351286,2021-06-23,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-06-06,SAJED,JEDDAH,GUAYAQUIL,2021-05-22,,,0000-00-00
NULL,912354189,2021-06-28,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,0,BANANA,2021-06-23,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000846,,0000-00-00
NULL,912354905,2021-06-13,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,5,Glass,2021-05-15,SAJED,JEDDAH,UK,2021-04-19,,,2021-04-19
NULL,912357323,2021-06-26,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,,2021-06-13,SAJED,JEDDAH,GUAYAQUIL,2021-05-26,,,0000-00-00
NULL,912360411,2021-06-08,"PHILIPS SOLUTIONS SAUDI ARABIA TRADING","PHILIPS SOLUTIONS SAUDI ARABIA TRADING",IMPORT,IH+CCD,SD,DRY,MSL,,2,ELECTRONICS,2021-05-13,SADMM,RIYADH,"JABEL ALI",2021-05-07,,,0000-00-00
NULL,912363486,2021-06-13,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,3,Glass,2021-05-22,SAJED,JEDDAH,USA,2021-05-06,,,2021-05-06
NULL,912367453,2021-06-26,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-06-13,SAJED,JEDDAH,GUAYAQUIL,2021-05-26,,,0000-00-00
NULL,912375047,2021-06-26,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,4,Glass,2021-06-05,SAJED,JEDDAH,UK,0000-00-00,,,2021-05-10
NULL,912375591,2021-06-07,"SIDNEY APPAREL","SIDNEY APPAREL",EXPORT,IH,CY,DRY,MSL,MAERSK,3,GARMENTS,2021-05-18,JOAHZTM,IRBID,JOAHZTM,0000-00-00,,,2021-05-09
NULL,912375890,2021-06-26,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-06-13,SAJED,JEDDAH,GUAYAQUIL,2021-05-26,,,0000-00-00
NULL,912376197,2021-06-26,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,5,,2021-06-13,SAJED,JEDDAH,GUAYAQUIL,2021-05-26,,,0000-00-00
NULL,912379447,2021-06-26,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-06-13,SAJED,JEDDAH,GUAYAQUIL,2021-05-26,,,0000-00-00
NULL,912380590,2021-06-28,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,0,BANANA,2021-06-23,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000851,,0000-00-00
NULL,912380837,2021-06-26,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-06-20,SAJED,JEDDAH,GUAYAQUIL,2021-06-01,,,0000-00-00
NULL,912380985,2021-06-26,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,2,"FRESH GREEN CHIQUITA BANANAS",2021-06-13,SAJED,JEDDAH,GUAYAQUIL,2021-05-26,,,0000-00-00
NULL,912381067,2021-06-28,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,0,BANANA,2021-06-23,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000848,,0000-00-00
NULL,912381068,2021-06-28,"SUMA FRUIT CO","SUMA FRUIT CO",IMPORT,IH+CCD,CY,REEF,MLL,,0,BANANA,2021-06-23,KWSWKTM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000849,,0000-00-00
NULL,912382533,2021-06-07,"CLASSIC FASHION APPAREL INDUSTRY LTD","CLASSIC FASHION APPAREL INDUSTRY LTD",EXPORT,IH,CY,DRY,MSL,MAERSK,6,GARMENTS,2021-05-18,AQABA,AQABA,AQABA,0000-00-00,,,2021-05-09
NULL,912382659,2021-06-13,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,2,Glass,2021-05-31,SAJED,JEDDAH,LEBANON,2021-05-18,,,2021-05-18
NULL,912392913,2021-06-09,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",EXPORT,IH+CCO,SD,DRY,MSL,MAERSK,14,OIL,2021-06-07,SAJED,JEDDAH,NETHERLAND,2021-06-03,,,2021-05-15
NULL,912392917,2021-06-09,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",EXPORT,IH+CCO,SD,DRY,MSL,MAERSK,14,OIL,2021-06-07,SAJED,JEDDAH,NETHERLAND,2021-06-03,,,2021-05-15
NULL,912407537,2021-06-26,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-06-20,SAJED,JEDDAH,GUAYAQUIL,2021-06-01,,,0000-00-00
NULL,912407976,2021-06-26,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-06-20,SAJED,JEDDAH,GUAYAQUIL,2021-06-01,,,0000-00-00
NULL,912413652,2021-06-26,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,5,"FRESH GREEN CHIQUITA BANANAS",2021-06-20,,,,2021-06-01,,,0000-00-00
NULL,912415933,2021-06-26,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-06-20,SAJED,JEDDAH,GUAYAQUIL,2021-06-01,,,0000-00-00
NULL,912416417,2021-06-26,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,2,"FRESH GREEN CHIQUITA BANANAS",2021-06-20,SAJED,JEDDAH,GUAYAQUIL,2021-06-01,,,0000-00-00
NULL,912416444,2021-06-30,"ETC FRUIT GIDA SAN VE TIC LTD STI","BAGADER COMMERCIAL CO LTD",IMPORT,IH+CCD,SD,REEF,MSL,,0,"FRESH GREEN CHIQUITA BANANAS",2021-07-01,SAJED,JEDDAH,GUAYAQUIL,0000-00-00,,,0000-00-00
NULL,912419034,2021-06-26,"AL NOOR INTERNATIONAL CO","AL NOOR INTERNATIONAL CO",EXPORT,X-BORDER,SD,REEF,MLL,MAERSK,1,LETTUCE,2021-06-05,SAJED,KUWAIT,KUWAIT,2021-06-05,,,0000-00-00
NULL,912419680,2021-06-08,"NABA AL ORDON FOR SEA FREIGHT","NABA AL ORDON FOR SEA FREIGHT",EXPORT,IH,SD,DRY,MSL,MAERSK,3,"CHEMICAL PRODUCTS",2021-05-26,JOAHZTM,ZARQA,JOAHZTM,0000-00-00,,,2021-05-19
NULL,912423908,2021-06-26,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,6,Glass,2021-06-14,SAJED,JEDDAH,IRELAND,2021-05-19,,,2021-05-19
NULL,912428084,2021-06-09,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0072",8,ALUMINIUM,2021-05-26,BAHRAIN,BAHRAIN,"UNITED STATES",0000-00-00,,,2021-05-19
NULL,912432824,2021-06-13,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,2,Glass,2021-05-29,SAJED,JEDDAH,USA,2021-05-19,,,2021-05-19
NULL,912432835,2021-06-13,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,2,Glass,2021-05-29,SAJED,JEDDAH,USA,2021-05-19,,,2021-05-19
NULL,912434237,2021-06-30,"ETC FRUIT GIDA SAN VE TIC LTD STI","BAGADER COMMERCIAL CO LTD",IMPORT,IH+CCD,SD,REEF,MSL,,0,"FRESH GREEN CHIQUITA BANANAS",2021-07-05,SAJED,JEDDAH,GUAYAQUIL,0000-00-00,,,0000-00-00
NULL,912435029,2021-06-08,"NABA AL ORDON FOR SEA FREIGHT","NABA AL ORDON FOR SEA FREIGHT",EXPORT,IH,SD,DRY,MSL,MAERSK,1,"CHEMICAL PRODUCTS",2021-05-26,JOAHZTM,ZARQA,JOAHZTM,0000-00-00,,,2021-05-19
NULL,912435093,2021-06-26,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,REEF,MSL,,1,Glass,2021-06-07,SAJED,JEDDAH,IRELAND,2021-05-19,,,2021-05-19
NULL,912440652,2021-06-26,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,3,Glass,2021-06-05,SAJED,JEDDAH,SPAIN,0000-00-00,,,2021-05-23
NULL,912442518,2021-06-30,"ETC FRUIT GIDA SAN VE TIC LTD STI","BAGADER COMMERCIAL CO LTD",IMPORT,IH+CCD,SD,REEF,MSL,,0,"FRESH GREEN CHIQUITA BANANAS",2021-07-01,SAJED,JEDDAH,GUAYAQUIL,0000-00-00,,,0000-00-00
NULL,912442663,2021-06-30,"ETC FRUIT GIDA SAN VE TIC LTD STI","BAGADER COMMERCIAL CO LTD",IMPORT,IH+CCD,SD,REEF,MSL,,0,"FRESH GREEN CHIQUITA BANANAS",2021-07-01,SAJED,JEDDAH,GUAYAQUIL,2021-06-08,,,0000-00-00
NULL,912442672,2021-06-30,"ETC FRUIT GIDA SAN VE TIC LTD STI","BAGADER COMMERCIAL CO LTD",IMPORT,IH+CCD,SD,REEF,MSL,,0,"FRESH GREEN CHIQUITA BANANAS",2021-07-01,SAJED,JEDDAH,GUAYAQUIL,0000-00-00,,,0000-00-00
NULL,912446044,2021-06-30,"ETC FRUIT GIDA SAN VE TIC LTD STI","BAGADER COMMERCIAL CO LTD",IMPORT,IH+CCD,SD,REEF,MSL,,0,"FRESH GREEN CHIQUITA BANANAS",2021-07-01,SAJED,JEDDAH,GUAYAQUIL,2021-06-08,,,0000-00-00
NULL,912448582,2021-06-26,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,2,Glass,2021-06-05,SAJED,JEDDAH,USA,0000-00-00,,,2021-05-23
NULL,912448617,2021-06-12,"SIDNEY APPAREL","SIDNEY APPAREL",EXPORT,IH,CY,DRY,MSL,,3,,2021-06-01,JOAHZTM,AQABA,JEDDAH,0000-00-00,VEZRC0000408,5611907358,0000-00-00
NULL,912450110,2021-06-09,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",EXPORT,IH+CCO,SD,DRY,MSL,MAERSK,14,OIL,2021-06-07,SAJED,JEDDAH,NETHERLAND,2021-06-03,,,2021-05-18
NULL,912450242,2021-06-27,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",EXPORT,IH+CCO,SD,DRY,MLL,MAERSK,14,OIL,2021-06-10,SAJED,JEDDAH,NETHERLAND,2021-06-03,,,2021-06-18
NULL,912451779,2021-06-24,,"SAUDI SNACKS",IMPORT,IH+CCD,CY,REEF,MSL,,9,,2021-06-19,"DAMMAM TERMINAL",DAMMAM,"SALALAH TERMINAL",2021-06-19,VIRIA0005830,,0000-00-00
NULL,912454326,2021-06-30,"ETC FRUIT GIDA SAN VE TIC LTD STI","BAGADER COMMERCIAL CO LTD",IMPORT,IH+CCD,SD,REEF,MSL,,0,"FRESH GREEN CHIQUITA BANANAS",2021-07-01,SAJED,JEDDAH,GUAYAQUIL,0000-00-00,,,0000-00-00
NULL,912455527,2021-06-27,"MALEK ALBUSTAN CO","MALEK ALBUSTAN CO",IMPORT,IH+CCD,CY,REEF,MSL,,2,ONION,2021-06-10,KWSWKTM,SHUWAIKH,INCCUTR,0000-00-00,VIKWI0000827,,0000-00-00
